name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
IZEA,"IZEA Worldwide, Inc.",izea,streaming,stock,common,2.41,100,1,false,0,USD,-0.82304527,45553,1.36596848,40889770,USD,,-0.9439,-117.83983383,0,Commercial services,america,Commercial Services,1
IZM,ICZOOM Group Inc.,iczoom,streaming,stock,common,1.31,100,1,false,0,USD,-2.23880597,31898,0.5884545,14411778,USD,,-0.2182,-228.65566038,0,Retail trade,america,Retail Trade,
J,Jacobs Solutions Inc.,jacobs-engineering,streaming,stock,common,128.11,100,1,false,0,USD,1.2407144,708319,0.70415778,15699069722,USD,26.39103475,4.8543,-13.35011246,0.928889,Technology services,america,Technology Services,1.578947
JACK,Jack In The Box Inc.,jack-in-the-box,streaming,stock,common,38.44,100,1,false,0,USD,-0.46607975,690484,0.68523102,724912923.9999999,USD,,-2.1463,-137.72719283,4.57856,Consumer services,america,Consumer Services,1.772727
JACS,Jackson Acquisition Company II,,streaming,stock,common,10.03,100,1,false,0,USD,0,4705,0.03213025,244359999.99999997,USD,,,,0,Finance,america,Finance,
JAGX,"Jaguar Health, Inc.",jaguar-health,streaming,stock,common,0.6168,10000,1,false,0,USD,7.13913497,333531,0.63476829,10064304,USD,,-16.0988,96.10119627,0,Health technology,america,Health Technology,1
JAKK,"JAKKS Pacific, Inc.",jakks-pacific,streaming,stock,common,27.08,100,1,false,0,USD,2.49810749,228176,0.81685519,297618335,USD,8.95709986,3.0233,-18.07441129,0,Consumer durables,america,Consumer Durables,1
JAMF,Jamf Holding Corp.,jamf-holding,streaming,stock,common,13.68,100,1,false,0,USD,-7.12830957,1791445,2.92091536,1770063163,USD,,-0.535,39.34240363,0,Technology services,america,Technology Services,1.181818
JANX,"Janux Therapeutics, Inc.",janux-therapeutics,streaming,stock,common,32.89,100,1,false,0,USD,2.74914089,979855,1.19170644,1901024876,USD,,-1.2797,4.60678345,0,Health technology,america,Health Technology,1.133333
JAZZ,Jazz Pharmaceuticals plc,jazz-pharmaceuticals,streaming,stock,common,143.53,100,1,false,0,USD,0.18147554,1194466,1.12388427,8716932650,USD,16.4064286,8.7484,51.5688075,0,Health technology,america,Health Technology,1.236842
JBDI,JBDI Holdings Limited,,streaming,stock,common,0.5757,10000,1,false,0,USD,-5.62295082,217289,2.06221504,,USD,,,,,Distribution services,america,Distribution Services,
JBHT,"J.B. Hunt Transport Services, Inc.",j-b-hunt,streaming,stock,common,161.19,100,1,false,0,USD,1.44115796,657519,0.72272721,16120323490.000002,USD,28.99048578,5.5601,-20.24070807,1.07327,Transportation,america,Transportation,1.42
JBI,"Janus International Group, Inc.",janus-international,streaming,stock,common,8.09,100,1,false,0,USD,-5.38011696,3118440,2.16444234,1135113826.9999998,USD,16.81213633,0.4812,-47.93898085,0,Producer manufacturing,america,Producer Manufacturing,1.4
JBL,Jabil Inc.,jabil,streaming,stock,common,154.92,100,1,false,0,USD,0.51907604,2009709,2.00320979,16969159020.999998,USD,14.86100186,10.4246,77.65772521,0.206558,Producer manufacturing,america,Producer Manufacturing,1.454545
JBLU,JetBlue Airways Corporation,jetblue,streaming,stock,common,6.52,100,1,false,0,USD,0.30769231,32352431,1.61442757,2301566957,USD,,-2.3343,-148.51485149,0,Transportation,america,Transportation,2.264706
JBSS,"John B. Sanfilippo & Son, Inc.",john-b-sanfilippo-and-son,streaming,stock,common,70.67,100,1,false,0,USD,-0.18361582,130408,1.8763282,822462162,USD,16.9741077,4.1634,-27.67605878,1.20277,Consumer non-durables,america,Consumer Non-Durables,
JBTM,JBT Marel Corporation,john-bean-technologies-corporation,streaming,stock,common,132,100,1,false,0,USD,0.49486106,511836,0.87040144,6847896286.000001,USD,49.79628791,2.6508,-85.903749,0.30303,Producer manufacturing,america,Producer Manufacturing,1.642857
JCI,Johnson Controls International plc,johnson-controls,streaming,stock,common,85.66,100,1,false,0,USD,1.6735905,7334435,1.9371896,56547522876.00001,USD,32.709638,2.6188,-14.78311802,1.72776,Producer manufacturing,america,Producer Manufacturing,1.520833
JCSE,JE Cleantech Holdings Limited,je-cleantech-ltd,streaming,stock,common,1.36,100,1,false,0,USD,1.87265918,2709,0.26663123,6809060,USD,10.95008052,0.1242,94.36619718,6.61765,Producer manufacturing,america,Producer Manufacturing,
JCTC,Jewett-Cameron Trading Company,jewett-cameron-trading-company,streaming,stock,common,4.62,100,1,false,0,USD,1.31578947,2245,0.19509355,16253709,USD,,-0.3505,-191.20478793,0,Distribution services,america,Distribution Services,
JDZG,JIADE LIMITED,jiade-limited,streaming,stock,common,0.6719,10000,1,false,0,USD,-6.66759272,61965,0.47647572,16283800,USD,,,,0,Commercial services,america,Commercial Services,
JEF,Jefferies Financial Group Inc.,jefferies-financial,streaming,stock,common,66.2,100,1,false,0,USD,2.06598828,1306640,0.79622775,13647002699.999998,USD,22.24611869,2.9758,169.64479884,2.1148,Finance,america,Finance,1.1
JELD,"JELD-WEN Holding, Inc.",jeld-wen,streaming,stock,common,5.5,100,1,false,0,USD,-6.14334471,1822977,0.97499917,466674866,USD,,-2.2122,-361.76783813,0,Non-energy minerals,america,Non-Energy Minerals,2.222222
JFBR,Jeffs' Brands Ltd,jeffs-brands-ltd,streaming,stock,common,1.62,100,1,false,0,USD,1.88679245,36505,0.69527241,1165375,USD,,-3.0173,-1000,0,Consumer durables,america,Consumer Durables,
JHG,Janus Henderson Group plc,janus-henderson,streaming,stock,common,42.2,100,1,false,0,USD,1.68674699,1845428,2.03102555,6648939936,USD,16.50565182,2.5567,7.83213834,3.69668,Finance,america,Finance,1.833333
JILL,"J. Jill, Inc.",j-jill,streaming,stock,common,23.7,100,1,false,0,USD,1.10921502,112958,1.39558387,363566966,USD,8.37811086,2.8288,25.61278863,0.886076,Retail trade,america,Retail Trade,1.333333
JJSF,J & J Snack Foods Corp.,j-and-j-snack-foods,streaming,stock,common,131.44,100,1,false,0,USD,-0.34119342,191206,1.35063104,2561798961.0000005,USD,30.33744172,4.3326,5.39041596,2.30523,Consumer non-durables,america,Consumer Non-Durables,1.583333
JKHY,"Jack Henry & Associates, Inc.",henry-jack-and-associates,streaming,stock,common,173.59,100,1,false,0,USD,1.00075639,712519,1.21281584,12654307060.000002,USD,31.30172927,5.5457,8.57953989,1.26735,Technology services,america,Technology Services,1.9
JL,J-Long Group Limited,,streaming,stock,common,4.44,100,1,false,0,USD,1.36986301,77721,0.68257506,13941600,USD,652.94117647,0.0068,,0,Distribution services,america,Distribution Services,
JLL,Jones Lang LaSalle Incorporated,jones-lang-lasalle,streaming,stock,common,271.89,100,1,false,0,USD,1.5386339,417351,0.97958359,12885360288,USD,24.09560609,11.2838,142.16761455,0,Finance,america,Finance,1.272727
JMSB,"John Marshall Bancorp, Inc.",john-marshall-bancorp,streaming,stock,common,18.65,100,1,false,0,USD,2.19178082,8537,0.4712565,265579956.99999997,USD,15.58712913,1.1965,234.87265603,1.34048,Finance,america,Finance,
JNJ,Johnson & Johnson,johnson-and-johnson,streaming,stock,common,165.02,100,1,false,0,USD,0.78788249,12037415,1.24353632,397304917992,USD,28.46448408,5.7974,3.95008158,3.0057,Health technology,america,Health Technology,1.568182
JNPR,"Juniper Networks, Inc.",juniper-networks,streaming,stock,common,36.2,100,1,false,0,USD,0.61145081,4400294,1.52020042,12061469505,USD,42.34908751,0.8548,-10.23837026,2.43094,Technology services,america,Technology Services,1.909091
JNVR,Janover Inc.,,streaming,stock,common,3.85,100,1,false,0,USD,0.26041667,7510,1.92263383,5444690,USD,,-2.9492,-78.28557611,0,Finance,america,Finance,
JOB,GEE Group Inc.,gee-group,streaming,stock,common,0.223,10000,1,false,0,USD,-1.06477374,340072,1.12378405,24399153,USD,,-0.2136,-443.96135266,0,Commercial services,america,Commercial Services,
JOBY,"Joby Aviation, Inc.",joby-aviation,streaming,stock,common,7,100,1,false,0,USD,3.7037037,15995851,1.08982398,5514718689,USD,,-0.8607,-7.68172151,0,Electronic technology,america,Electronic Technology,1.75
JOE,St. Joe Company (The),the-st-joe-company,streaming,stock,common,47.97,100,1,false,0,USD,0.46073298,328851,1.51101866,2797923188.0000005,USD,37.72709398,1.2715,-4.57069949,1.08401,Finance,america,Finance,
JOUT,Johnson Outdoors Inc.,johnson-outdoors,streaming,stock,common,26.9,100,1,false,0,USD,-1.35680235,47261,1.28816581,275018237,USD,,-4.5014,-362.39580297,4.90706,Consumer durables,america,Consumer Durables,
JPM,JP Morgan Chase & Co.,jpmorgan-chase,streaming,stock,common,264.65,100,1,false,0,USD,2.16174484,10467126,1.16526946,739989424462,USD,13.40196788,19.7471,21.75213175,1.81372,Finance,america,Finance,1.592593
JRSH,"Jerash Holdings (US), Inc.",jerash-us,streaming,stock,common,3.66,100,1,false,0,USD,0,8310,0.43250389,44999115,USD,,-0.3085,-338.21022727,5.46448,Consumer non-durables,america,Consumer Non-Durables,1
JRVR,"James River Group Holdings, Ltd.",james-river-group-holdings,streaming,stock,common,4.95,100,1,false,0,USD,1.64271047,433123,3.00439363,187255896.00000003,USD,,-4.714,-410.66297614,3.23232,Finance,america,Finance,1.5
JSPR,"Jasper Therapeutics, Inc.",jasper-therapeutics,streaming,stock,common,5.93,100,1,false,0,USD,4.58553792,329490,0.82945884,88958017,USD,,-4.8655,21.398685,0,Health technology,america,Health Technology,1
JTAI,Jet.AI Inc.,,streaming,stock,common,7.08,100,1,false,0,USD,4.57902511,786925,0.02708201,15303534,USD,,-238.0412,-130.39195665,0,Transportation,america,Transportation,1
JUNE,Junee Limited,junee-limited,streaming,stock,common,4.07,100,1,false,0,USD,-0.97323601,15015,1.29966243,52817800,USD,,,,0,Miscellaneous,america,Miscellaneous,
JUNS,"Jupiter Neurosciences, Inc.",,streaming,stock,common,0.651,10000,1,false,0,USD,-2.69058296,176139,1.01384125,21550613,USD,,,,0,Health technology,america,Health Technology,1
JVA,"Coffee Holding Co., Inc.",coffee-co,streaming,stock,common,5.89,100,1,false,0,USD,1.20274914,111941,0.47161906,33623648,USD,15.16087516,0.3885,,0,Consumer non-durables,america,Consumer Non-Durables,
JVSA,JVSPAC Acquisition Corp.,jvspac-acquisition,streaming,stock,common,10.68,100,1,false,0,USD,0.75471698,895,0.01479806,82089187.6056338,USD,59.79843225,0.1786,,0,Finance,america,Finance,
JWEL,Jowell Global Ltd.,jowell-global-ltd,streaming,stock,common,2.82,100,1,false,0,USD,-1.05263158,2232,0.69621635,6120739,USD,,-3.7351,-9.20387101,0,Distribution services,america,Distribution Services,
JWN,"Nordstrom, Inc.",nordstrom,streaming,stock,common,24.29,100,1,false,0,USD,-0.08227067,1778263,1.22607381,4008994303.999999,USD,15.48317185,1.5688,120.80225194,3.12886,Retail trade,america,Retail Trade,2.1
JXG,JX Luxventure Group Inc.,jx-luxventure-limited,streaming,stock,common,2.51,100,1,false,0,USD,-0.79051383,5523,0.29136662,3804653,USD,4.45905134,0.5629,,0,Consumer non-durables,america,Consumer Non-Durables,
JXN,Jackson Financial Inc.,jackson-financial,streaming,stock,common,91.63,100,1,false,0,USD,3.29162439,1118524,1.24505661,6656578988.000001,USD,8.00730558,11.4433,14.54410778,3.05577,Finance,america,Finance,2.1
JYD,Jayud Global Logistics Limited,jayud-global-logistics-limited,streaming,stock,common,3.62,100,1,false,0,USD,0.55555556,31679,0.74128067,349411000,USD,,-0.4323,-113.27084361,0,Transportation,america,Transportation,
JYNT,The Joint Corp.,the-joint-chiropractic,streaming,stock,common,11.35,100,1,false,0,USD,-0.35118525,33086,1.22316946,170063970,USD,,-1.1366,-1022.56493506,0,Health services,america,Health Services,1.4
JZXN,"Jiuzi Holdings, Inc.",jiuzi,streaming,stock,common,3.56,100,1,false,0,USD,-14.00966184,31634,0.34494678,37051923,USD,,,,0,Retail trade,america,Retail Trade,
K,Kellanova,kellogg,streaming,stock,common,82.9,100,1,false,0,USD,0.48484848,3386223,1.31303928,28618402150.000004,USD,21.40017554,3.8738,40.51799187,2.72618,Consumer non-durables,america,Consumer Non-Durables,2.033333
KAI,Kadant Inc,kadant,streaming,stock,common,374.48,100,1,false,0,USD,0.37525464,138072,0.31267423,4401974002,USD,39.4991931,9.4807,-4.195677,0.341807,Producer manufacturing,america,Producer Manufacturing,1.5
KALA,"KALA BIO, Inc.",kala-pharmaceuticals,streaming,stock,common,6.93,100,1,false,0,USD,-0.57388809,10771,0.17333524,42211892,USD,,-12.4727,70.70471958,0,Health technology,america,Health Technology,1
KALU,Kaiser Aluminum Corporation,kaiser-aluminum,streaming,stock,common,70.76,100,1,false,0,USD,-0.75736325,79072,0.67087889,1139269532,USD,24.63187942,2.8727,-2.10598058,4.35274,Non-energy minerals,america,Non-Energy Minerals,2.5
KALV,"KalVista Pharmaceuticals, Inc.",kalvista-pharmaceuticals,streaming,stock,common,11.395,100,1,false,0,USD,6.59494855,809752,1.59697988,563117950,USD,,-3.6402,-19.15938329,0,Health technology,america,Health Technology,1
KAPA,"Kairos Pharma, Ltd.",,streaming,stock,common,1.19,100,1,false,0,USD,-1.65289256,36510,0.23213436,16303400,USD,,-0.2134,-207.93650794,0,Health technology,america,Health Technology,1
KAR,"OPENLANE, Inc.",kar-global,streaming,stock,common,22.3,100,1,false,0,USD,4.59662289,1218012,1.38307777,2384110184,USD,48.89278667,0.4561,,0,Technology services,america,Technology Services,1.357143
KARO,Karooooo Ltd.,karooooo-ltd,streaming,stock,common,45.27,100,1,false,0,USD,-0.85413929,56601,1.52211737,1398236419,USD,29.12377766,1.5544,31.38365311,2.38569,Technology services,america,Technology Services,1.25
KAVL,"Kaival Brands Innovations Group, Inc.",kaival-brands-innovations,streaming,stock,common,0.8265,10000,1,false,0,USD,3.24797002,193579,0.54651083,9539713,USD,,-1.8811,54.65917856,0,Distribution services,america,Distribution Services,
KBH,KB Home,kb-home,streaming,stock,common,61,100,1,false,0,USD,-0.01639076,900221,0.8443703,4401566153.999999,USD,7.20546198,8.4658,20.27675958,1.63934,Consumer durables,america,Consumer Durables,1.9375
KBR,"KBR, Inc.",kbr,streaming,stock,common,49.03,100,1,false,0,USD,1.53240837,2096292,0.82328953,6493614705,USD,17.49072489,2.8032,,1.22374,Technology services,america,Technology Services,1.055556
KBSX,FST Corp.,,streaming,stock,common,6.78,100,1,false,0,USD,-0.29411765,1399,0.20862848,45998441.64813405,USD,,-0.5484,-214.27380704,0,Finance,america,Finance,
KD,"Kyndryl Holdings, Inc.",kyndryl,streaming,stock,common,38.08,100,1,false,0,USD,0.92764378,2991865,1.6806207,8861007130,USD,68.15822445,0.5587,,0,Technology services,america,Technology Services,1
KDLY,"Kindly MD, Inc.",kindly-md,streaming,stock,common,1.68,100,1,false,0,USD,-10.63829787,165779,0.0403075,10042200,USD,,-0.4938,-69.57417582,0,Health services,america,Health Services,
KDP,Keurig Dr Pepper Inc.,keurig-dr-pepper,streaming,stock,common,33.52,100,1,false,0,USD,-0.26777745,36652213,1.9404837,45478289263.99999,USD,31.87523773,1.0516,-32.1285659,2.65513,Consumer non-durables,america,Consumer Non-Durables,1.5
KE,"Kimball Electronics, Inc.",kimball-electronics,streaming,stock,common,18.02,100,1,false,0,USD,0.11111111,258432,1.83425603,442475032.99999994,USD,56.5422027,0.3187,-85.30794763,0,Electronic technology,america,Electronic Technology,1.25
KELYA,"Kelly Services, Inc.",kelly-services,streaming,stock,common,13.47,100,1,false,0,USD,0.44742729,484021,1.12946674,470205655.99999994,USD,,-0.0245,-102.49516244,2.22717,Commercial services,america,Commercial Services,1.5
KEN,Kenon Holdings Ltd.,kenon-ltd,streaming,stock,common,31.78,100,1,false,0,USD,-0.71852546,3641,0.4322226,1677242684.0000002,USD,9.86282664,3.2222,,11.9572,Utilities,america,Utilities,
KEQU,Kewaunee Scientific Corporation,kewaunee-scientific,streaming,stock,common,54.36,100,1,false,0,USD,-0.62157221,11932,0.43865873,156111487,USD,8.61380491,6.3108,165.01490782,0,Health technology,america,Health Technology,
KEX,Kirby Corporation,kirby,streaming,stock,common,104.22,100,1,false,0,USD,1.8469657,812611,1.43903581,5953671732,USD,21.23428618,4.9081,31.71510614,0,Transportation,america,Transportation,1.125
KEY,KeyCorp,keycorp,streaming,stock,common,17.32,100,1,false,0,USD,2.00235571,9814657,0.92676826,19140667407,USD,,-0.3038,-134.36651584,4.73441,Finance,america,Finance,1.565217
KEYS,Keysight Technologies Inc.,keysight-technologies,streaming,stock,common,159.53,100,1,false,0,USD,0.83433411,1775712,1.20707493,27583875037,USD,45.69881692,3.4909,-35.87737183,0,Electronic technology,america,Electronic Technology,1.433333
KFFB,Kentucky First Federal Bancorp,kentucky-first-federal-bancorp,streaming,stock,common,3.03,100,1,false,0,USD,0.66445183,2138,0.90302416,24502745,USD,,-0.1468,-239.03002309,0,Finance,america,Finance,
KFRC,"Kforce, Inc.",kforce,streaming,stock,common,50.12,100,1,false,0,USD,0.26005201,150138,1.16191403,957843303,USD,18.83927229,2.6604,-14.68154705,3.03272,Commercial services,america,Commercial Services,1.75
KFS,"Kingsway Financial Services, Inc.",kingsway-financial-services,streaming,stock,common,7.77,100,1,false,0,USD,1.43603133,19152,0.72142115,214240579,USD,,-0.2525,-122.22711268,0,Finance,america,Finance,
KFY,Korn Ferry,korn-ferry,streaming,stock,common,65.65,100,1,false,0,USD,1.94099379,405326,1.17904923,3386424792,USD,14.02388225,4.6813,136.91988461,2.19345,Commercial services,america,Commercial Services,1.3
KGS,"Kodiak Gas Services, Inc.",kodiak-gas-services,streaming,stock,common,43,100,1,false,0,USD,1.39118133,1181033,1.25504128,3754606452.999999,USD,143.33333333,0.3,-31.66287016,3.74419,Industrial services,america,Industrial Services,1.192308
KHC,The Kraft Heinz Company,kraft-heinz,streaming,stock,common,30.71,100,1,false,0,USD,0.19575856,12186645,1.08432143,36698141506.00001,USD,13.56029496,2.2647,-2.12205031,5.21003,Consumer non-durables,america,Consumer Non-Durables,1.86
KIDS,OrthoPediatrics Corp.,orthopediatrics,streaming,stock,common,23.22,100,1,false,0,USD,1.44167759,260404,0.81844709,562293988,USD,,-1.2382,-27.16442436,0,Health technology,america,Health Technology,1.166667
KIND,"Nextdoor Holdings, Inc.",nextdoor-holdings,streaming,stock,common,1.77,100,1,false,0,USD,-28.91566265,15959682,9.03195798,696885308,USD,,-0.2534,34.92552645,0,Technology services,america,Technology Services,1.75
KINS,"Kingstone Companies, Inc",kingstone-companies,streaming,stock,common,16.06,100,1,false,0,USD,3.61290323,265451,0.89823474,198327047,USD,12.27453378,1.3084,,0,Finance,america,Finance,1
KIRK,"Kirkland's, Inc.",kirkland,streaming,stock,common,1.37,100,1,false,0,USD,-0.72463768,146374,1.07485444,17971582,USD,,,,0,Retail trade,america,Retail Trade,2
KITT,"Nauticus Robotics, Inc.",nauticus-robotics,streaming,stock,common,0.963,10000,1,false,0,USD,-6.50485437,1704946,0.47231403,29068917,USD,,-45.6181,-216.18414578,0,Producer manufacturing,america,Producer Manufacturing,
KKR,KKR & Co. Inc.,kkr,streaming,stock,common,135.59,100,1,false,0,USD,2.56429652,6393504,1.26590298,120434959111.00002,USD,41.44455312,3.2716,-19.98043292,0.516262,Finance,america,Finance,1.309524
KLAC,KLA Corporation,kla-tencor,streaming,stock,common,708.84,100,1,false,0,USD,1.38451857,1242658,1.18243381,94195446920,USD,29.81037332,23.7783,20.76517164,0.888776,Electronic technology,america,Electronic Technology,1.466667
KLC,"KinderCare Learning Companies, Inc.",,streaming,stock,common,19.46,100,1,false,0,USD,-1.61779575,840325,2.78055634,2295619952,USD,40.35669847,0.4822,-55.26486687,0,Consumer services,america,Consumer Services,1.25
KLG,WK Kellogg Co,wk-kellogg-co,streaming,stock,common,19.82,100,1,false,0,USD,0.30364372,971463,0.73706767,1708423730,USD,24.35787145,0.8137,-35.38473755,3.25429,Consumer non-durables,america,Consumer Non-Durables,2.181818
KLIC,"Kulicke and Soffa Industries, Inc.",kulicke-and-soffa-industries,streaming,stock,common,38.27,100,1,false,0,USD,1.10964333,611907,1.03488428,2042973836,USD,323.22635135,0.1184,-86.89395617,2.10348,Producer manufacturing,america,Producer Manufacturing,1.4375
KLTO,"Klotho Neurosciences, Inc.",,streaming,stock,common,0.2983,10000,1,false,0,USD,-14.03458213,513519,0.36750703,8078236,USD,,-0.2128,-252.65423242,0,Commercial services,america,Commercial Services,
KLTR,"Kaltura, Inc.",kaltura,streaming,stock,common,2.12,100,1,false,0,USD,1.92307692,315053,0.45928256,326773093,USD,,-0.2128,36.61006851,0,Technology services,america,Technology Services,1.6
KLXE,"KLX Energy Services Holdings, Inc.",klx-energy-services,streaming,stock,common,4.67,100,1,false,0,USD,22.89473684,448639,2.86796551,78737772.00000001,USD,,-2.9539,-202.24999135,0,Energy minerals,america,Energy Minerals,
KMB,Kimberly-Clark Corporation,kimberly-clark,streaming,stock,common,142.01,100,1,false,0,USD,1.29823811,2683862,1.25868078,47102528342,USD,18.81300921,7.5485,44.99337316,3.43638,Consumer non-durables,america,Consumer Non-Durables,1.809524
KMDA,Kamada Ltd.,kamada,streaming,stock,common,6.89,100,1,false,0,USD,-0.2894356,106128,0.44899251,396075900.0593119,USD,25.11808709,0.27430433,128.47244104,0,Health technology,america,Health Technology,1
KMI,"Kinder Morgan, Inc.",kinder-morgan,streaming,stock,common,27.1,100,1,false,0,USD,3.39565052,16400588,1.13872211,60215195184,USD,23.16239316,1.17,10.02444988,4.24354,Industrial services,america,Industrial Services,1.595238
KMPR,Kemper Corporation,kemper,streaming,stock,common,67.58,100,1,false,0,USD,1.88451681,392683,1.49010255,4318399859,USD,13.77693515,4.9053,,1.84966,Finance,america,Finance,1.285714
KMT,Kennametal Inc.,kennametal,streaming,stock,common,22.13,100,1,false,0,USD,0.9580292,1341057,1.32150897,1711984009,USD,18.19751665,1.2161,-19.08848969,3.615,Producer manufacturing,america,Producer Manufacturing,2.4375
KMX,CarMax Inc,carmax,streaming,stock,common,82.97,100,1,false,0,USD,1.23230844,1581739,1.08921623,12760783908.999998,USD,28.21437073,2.9407,-6.24860522,0,Retail trade,america,Retail Trade,1.642857
KN,Knowles Corporation,knowles,streaming,stock,common,16.59,100,1,false,0,USD,0.12070006,1202902,1.18346419,1454332001.0000002,USD,,-2.6794,-436.81961031,0,Electronic technology,america,Electronic Technology,1.625
KNDI,"Kandi Technologies Group, Inc.",kandi,streaming,stock,common,1.29,100,1,false,0,USD,-6.52173913,304261,0.80053832,112692114,USD,,-0.0733,-19.18699187,0,Consumer durables,america,Consumer Durables,
KNF,Knife Riv Holding Co.,knife-riv-co,streaming,stock,common,95.68,100,1,false,0,USD,2.76017614,552946,1.19978033,5416703288.999999,USD,26.99926632,3.5438,9.66763632,0,Non-energy minerals,america,Non-Energy Minerals,1.285714
KNOP,KNOT Offshore Partners LP,knot-offshore-partners,streaming,stock,common,5.59,100,1,false,0,USD,3.13653137,72569,1.42332903,193891167.99999997,USD,,-0.4219,37.14243147,1.86047,Transportation,america,Transportation,1
KNSA,"Kiniksa Pharmaceuticals, Ltd.",kiniksa-pharmaceuticals-ltd,streaming,stock,common,20.28,100,1,false,0,USD,3.31125828,733829,1.45993698,1473225208.9999998,USD,,-0.6056,-430.92896175,0,Health technology,america,Health Technology,1
KNSL,"Kinsale Capital Group, Inc.",kinsale-capital,streaming,stock,common,431.85,100,1,false,0,USD,0.88303315,154893,0.60198536,10052343280,USD,24.28879965,17.7798,34.5130467,0.143568,Finance,america,Finance,1.769231
KNTK,Kinetik Holdings Inc.,altus-midstream,streaming,stock,common,58.34,100,1,false,0,USD,4.12279136,1289423,1.37734676,9190726483,USD,57.15685314,1.0207,-54.77424786,5.24512,Industrial services,america,Industrial Services,1.538462
KNX,Knight-Swift Transportation Holdings Inc.,knight-swift,streaming,stock,common,50.44,100,1,false,0,USD,2.98080849,13626063,5.35735677,8170051411.000001,USD,69.61081976,0.7246,-45.96569724,1.26883,Transportation,america,Transportation,1.613636
KO,Coca-Cola Company (The),coca-cola,streaming,stock,common,71.21,100,1,false,0,USD,0.47975166,22167378,1.19097125,306274240833,USD,28.94009591,2.4606,-0.33618211,2.72434,Consumer non-durables,america,Consumer Non-Durables,1.283333
KOD,Kodiak Sciences Inc,kodiak-sciences,streaming,stock,common,4.11,100,1,false,0,USD,2.49376559,318547,1.06476172,216283709,USD,,-3.6473,29.6322735,0,Health technology,america,Health Technology,2.333333
KODK,Eastman Kodak Company,eastman-kodak,streaming,stock,common,7.02,100,1,false,0,USD,1.88679245,757978,0.77507341,564408009,USD,10.04004577,0.6992,10.49304678,0,Producer manufacturing,america,Producer Manufacturing,
KOP,Koppers Holdings Inc.,koppers-koppers,streaming,stock,common,29.11,100,1,false,0,USD,-0.47863248,245257,1.45222594,596340255.9999999,USD,12.02395704,2.421,-41.64859002,0.961869,Process industries,america,Process Industries,1
KOPN,Kopin Corporation,kopin,streaming,stock,common,1.38,100,1,false,0,USD,4.54545455,1454011,0.53302441,219144825,USD,,-0.4063,-115.20127119,0,Electronic technology,america,Electronic Technology,1
KORE,"KORE Group Holdings, Inc.",kore,streaming,stock,common,2.5,100,1,false,0,USD,2.66940452,23044,0.85241438,42520890,USD,,-8.4682,31.9249166,0,Technology services,america,Technology Services,1.5
KOS,Kosmos Energy Ltd.,kosmos-energy,streaming,stock,common,2.81,100,1,false,0,USD,0.71684588,8810398,0.89971777,1342912076,USD,7.12113533,0.3946,-11.22609674,0,Energy minerals,america,Energy Minerals,1.416667
KOSS,Koss Corporation,koss,streaming,stock,common,5.53,100,1,false,0,USD,1.46788991,38738,0.79539411,51848149.99999999,USD,,-0.0811,26.80505415,0,Consumer durables,america,Consumer Durables,
KPLT,"Katapult Holdings, Inc.",katapult,streaming,stock,common,11.28,100,1,false,0,USD,4.63821892,7301,0.35984662,49525055.00000001,USD,,-8.2441,-0.10685707,0,Commercial services,america,Commercial Services,2
KPRX,"Kiora Pharmaceuticals, Inc.",kiora-pharmaceuticals,streaming,stock,common,3.25,100,1,false,0,USD,-3.10077519,13830,0.86469926,9752561,USD,,-0.5353,98.53992499,0,Health technology,america,Health Technology,1
KPTI,Karyopharm Therapeutics Inc.,karyopharm-therapeutics,streaming,stock,common,7.95,100,1,false,0,USD,-4.79041916,120799,0.88386399,66907231.99999999,USD,,-15.3426,18.33917033,0,Health technology,america,Health Technology,1.285714
KR,Kroger Company (The),kroger,streaming,stock,common,64.82,100,1,false,0,USD,1.39214766,8626866,1.68027627,46904149783,USD,17.15359373,3.7788,47.01785784,1.92842,Retail trade,america,Retail Trade,1.592593
KRMD,"KORU Medical Systems, Inc.",repro-med-systems,streaming,stock,common,3.46,100,1,false,0,USD,0.87463557,235500,1.33472379,158597071,USD,,-0.2619,-44.4567016,0,Health technology,america,Health Technology,1.2
KRMN,Karman Holdings Inc.,,streaming,stock,common,31.54,100,1,false,0,USD,4.3334436,689575,0.30703437,4168790000,USD,,,,0,Electronic technology,america,Electronic Technology,
KRNT,Kornit Digital Ltd.,kornit-digital,streaming,stock,common,24.76,100,1,false,0,USD,-0.28191704,261863,0.64334761,1181924954,USD,,-0.3536,73.02204929,0,Producer manufacturing,america,Producer Manufacturing,1.142857
KRNY,Kearny Financial,kearny-financial-md,streaming,stock,common,6.99,100,1,false,0,USD,2.64317181,275851,1.14555778,451411958,USD,,-1.1256,-499.14893617,6.29471,Finance,america,Finance,1.5
KRO,Kronos Worldwide Inc,kronos-worldwide,streaming,stock,common,8.75,100,1,false,0,USD,0.11441648,158923,1.23569034,1006567764,USD,10.69289991,0.8183,,5.48571,Process industries,america,Process Industries,1
