name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
SND,"Smart Sand, Inc.",smart-sand,streaming,stock,common,2.16,100,1,false,0,USD,-0.91743119,124845,1.90603926,92705684.00000001,USD,,-0.144,-145.67078972,0,Non-energy minerals,america,Non-Energy Minerals,2
SNDA,"Sonida Senior Living, Inc.",sonida-senior-living,streaming,stock,common,24.3,100,1,false,0,USD,2.79187817,30480,1.04410737,463400978,USD,,-1.8517,62.42110604,0,Health services,america,Health Services,2
SNDK,Sandisk Corporation,,streaming,stock,common,46.85,100,1,false,0,USD,3.74224978,7713908,0.76675175,,USD,,,,,Electronic technology,america,Electronic Technology,2
SNDL,SNDL Inc.,sundial-growers,streaming,stock,common,1.61,100,1,false,0,USD,0,1420672,0.81060926,427455003.99999994,USD,,-0.308,52.78246206,0,Process industries,america,Process Industries,1
SNDR,"Schneider National, Inc.",schneider-national,streaming,stock,common,26.38,100,1,false,0,USD,1.11153699,960051,1.22431483,4629364938,USD,39.69902182,0.6645,-50.25825286,1.44049,Transportation,america,Transportation,1.75
SNDX,"Syndax Pharmaceuticals, Inc.",syndax-pharmaceuticals,streaming,stock,common,15.64,100,1,false,0,USD,2.35602094,2577147,1.26353361,1334994045,USD,,-3.6318,-40.47886125,0,Health technology,america,Health Technology,1.1
SNES,"SenesTech, Inc.",senestech,streaming,stock,common,2.9,100,1,false,0,USD,-8.2278481,76866,0.87669914,2997568,USD,,-12.0859,98.2105938,0,Process industries,america,Process Industries,1
SNEX,StoneX Group Inc.,stonex,streaming,stock,common,120.67,100,1,false,0,USD,1.19926199,239324,0.93297557,3871651209,USD,14.43162112,8.3615,16.63411912,0,Finance,america,Finance,1
SNFCA,Security National Financial Corporation,security-national-financial,streaming,stock,common,12.66,100,1,false,0,USD,0.31695721,17184,0.37538502,306852851,USD,10.43865435,1.2128,-10.41512779,0,Finance,america,Finance,
SNGX,"Soligenix, Inc.",soligenix,streaming,stock,common,2.31,100,1,false,0,USD,2.66666667,32252,0.8386466,5796943,USD,,-7.8048,76.12940914,0,Health technology,america,Health Technology,
SNOA,"Sonoma Pharmaceuticals, Inc.",sonoma-pharmaceuticals,streaming,stock,common,2.27,100,1,false,0,USD,3.18181818,25440,0.96638544,3667786,USD,,-3.9334,78.93490998,0,Health technology,america,Health Technology,
SNOW,Snowflake Inc.,snowflake,streaming,stock,common,177.1,100,1,false,0,USD,1.96326789,8793460,1.07498921,58460713096,USD,,-3.8644,-51.47381624,0,Technology services,america,Technology Services,1.227273
SNPS,"Synopsys, Inc.",synopsys,streaming,stock,common,457.28,100,1,false,0,USD,0.5651954,1581756,1.05512864,70704666066.00002,USD,33.81248151,13.524,48.93945067,0,Technology services,america,Technology Services,1.152174
SNPX,"Synaptogenix, Inc.",synaptogenix,streaming,stock,common,2.7,100,1,false,0,USD,-3.22580645,4703,1.21530828,3660155,USD,,-7.4527,71.72991939,0,Health technology,america,Health Technology,
SNSE,"Sensei Biotherapeutics, Inc.",sensei-biotherapeutics,streaming,stock,common,0.466,10000,1,false,0,USD,6.15034169,52516,0.48889932,11720542,USD,,-1.1882,9.60821605,0,Health technology,america,Health Technology,1
SNT,Senstar Technologies Corporation,senstar-technologies,streaming,stock,common,3.75,100,1,false,0,USD,-2.34375,34840,0.49671801,87412448,USD,,,,0,Electronic technology,america,Electronic Technology,
SNTG,Sentage Holdings Inc.,sentage,streaming,stock,common,1.898,100,1,false,0,USD,3.15217391,44475,2.14080453,5324507,USD,,-0.7663,25.25360905,0,Finance,america,Finance,
SNTI,"Senti Biosciences, Inc.",senti-biosciences,streaming,stock,common,3.01,100,1,false,0,USD,-17.75956284,256400,9.19210569,14536665,USD,,-15.5974,2.40340394,0,Health technology,america,Health Technology,1
SNV,Synovus Financial Corp.,synovus,streaming,stock,common,51.88,100,1,false,0,USD,1.22926829,1281976,1.22395222,7309572017.000001,USD,17.01597297,3.0489,-11.91714335,2.92984,Finance,america,Finance,1.411765
SNX,TD SYNNEX Corporation,synnex,streaming,stock,common,137.49,100,1,false,0,USD,-0.34790172,624593,1.39425892,11599937734,USD,17.27217909,7.9602,18.63012474,1.19281,Distribution services,america,Distribution Services,1.375
SNYR,Synergy CHC Corp.,synergy-chc,streaming,stock,common,3.84,100,1,false,0,USD,1.05263158,21488,1.34600327,33422662.00000001,USD,,,,0,Health technology,america,Health Technology,1
SO,Southern Company (The),southern,streaming,stock,common,89.79,100,1,false,0,USD,1.69894665,6142245,1.15353,98481874681.00002,USD,22.50545154,3.9897,10.05765358,3.20748,Utilities,america,Utilities,1.825
SOAR,"Volato Group, Inc.",,streaming,stock,common,2.21,100,1,false,0,USD,-1.33928571,46254,0.07360042,4074915,USD,,-121.35,-629.10032565,0,Transportation,america,Transportation,
SOBR,"SOBR Safe, Inc.",sobr-safe,streaming,stock,common,0.76,10000,1,false,0,USD,-8.42270153,1830158,0.23032808,700681,USD,,-55.4796,20.36504879,0,Electronic technology,america,Electronic Technology,
SOC,Sable Offshore Corp.,sable-offshore,streaming,stock,common,28.37,100,1,false,0,USD,2.16060497,1110151,0.5659116,2527763135,USD,,-14.0547,-2194.64489796,0,Energy minerals,america,Energy Minerals,1.333333
SOFI,"SoFi Technologies, Inc.",sofi,streaming,stock,common,14.47,100,1,false,0,USD,2.84292822,38926357,0.77334384,15866938191,USD,37.86966763,0.3821,,0,Finance,america,Finance,1.947368
SOLV,Solventum Corporation,solventum,streaming,stock,common,79.75,100,1,false,0,USD,-4.42233941,2036230,1.68068011,13777394173,USD,28.90854388,2.7587,,0,Health services,america,Health Services,2
SON,Sonoco Products Company,sonoco,streaming,stock,common,47.82,100,1,false,0,USD,2.79449699,1940798,1.92365496,4698773935.999999,USD,28.98006181,1.6501,-65.65654463,4.34964,Process industries,america,Process Industries,1.545455
SOND,Sonder Holdings Inc.,sonder,streaming,stock,common,2.78,100,1,false,0,USD,-4.79452055,198048,2.91544606,32208036,USD,,-29.055,-17.51454017,0,Consumer services,america,Consumer Services,
SONM,"Sonim Technologies, Inc.",sonim-technologies,streaming,stock,common,2.19,100,1,false,0,USD,2.3364486,17862,0.27128086,10668890,USD,,-2.917,-7429.14572864,0,Electronic technology,america,Electronic Technology,
SONN,"Sonnet BioTherapeutics Holdings, Inc.",sonnet-biotherapeutics,streaming,stock,common,1.55,100,1,false,0,USD,0.64935065,29662,0.32229709,4751836,USD,,-11.3076,89.05437192,0,Health technology,america,Health Technology,1
SONO,"Sonos, Inc.",sonos,streaming,stock,common,13.22,100,1,false,0,USD,0,1491020,0.68831447,1574272856,USD,,-0.5688,-1802.34113712,0,Consumer durables,america,Consumer Durables,1.714286
SOPA,Society Pass Incorporated,society-pass-incorporated,streaming,stock,common,1.41,100,1,false,0,USD,-4.72972973,130637,0.10344472,5242422,USD,,-5.1083,58.7324797,0,Technology services,america,Technology Services,1
SOPH,SOPHiA GENETICS SA,sophia-genetics-sa,streaming,stock,common,3.67,100,1,false,0,USD,1.94444444,27120,0.19383779,239926591,USD,,-1.0869,-1.73156121,0,Technology services,america,Technology Services,1.166667
SOTK,Sono-Tek Corporation,sono-tek,streaming,stock,common,3.7,100,1,false,0,USD,0.15158077,2504,0.34744963,58279267,USD,52.93276109,0.0699,-18.24561404,0,Producer manufacturing,america,Producer Manufacturing,1
SOUN,"SoundHound AI, Inc.",soundhound-ai,streaming,stock,common,10.82,100,1,false,0,USD,17.48099891,89478820,1.54568221,4255517057,USD,,-0.9788,-152.91989664,0,Technology services,america,Technology Services,1.4375
SOWG,Sow Good Inc.,sow-good,streaming,stock,common,2.29,100,1,false,0,USD,-6.91056911,105304,3.2015469,23461938,USD,8.9418196,0.2561,,0,Consumer non-durables,america,Consumer Non-Durables,2
SPAI,Safe Pro Group Inc.,safe-pro,streaming,stock,common,3.88,100,1,false,0,USD,-0.51282051,53803,0.19909406,53386659.99999999,USD,,,,0,Electronic technology,america,Electronic Technology,
SPB,"Spectrum Brands Holdings, Inc.",spectrum-brands-holdings,streaming,stock,common,77.44,100,1,false,0,USD,0.40191884,465422,1.17779096,2037750105.0000005,USD,19.04387173,4.0664,-91.11660655,2.29855,Consumer durables,america,Consumer Durables,1.363636
SPCB,"SuperCom, Ltd.",supercom,streaming,stock,common,8.93,100,1,false,0,USD,2.9988466,173342,0.47068132,31036485,USD,,-0.2274,94.63464125,0,Electronic technology,america,Electronic Technology,1
SPCE,"Virgin Galactic Holdings, Inc.",virgin-galactic,streaming,stock,common,3.8,100,1,false,0,USD,-0.78328982,1614155,1.13298444,135007731,USD,,-14.6509,53.31283261,0,Electronic technology,america,Electronic Technology,2.125
SPFI,"South Plains Financial, Inc.",south-plains-financial,streaming,stock,common,35.24,100,1,false,0,USD,1.76147849,31949,1.19345392,577571575.0000001,USD,12.08131921,2.9169,-19.38256592,1.64586,Finance,america,Finance,1.125
SPGC,"Sacks Parente Golf, Inc.",sacks-parente-golf,streaming,stock,common,0.2086,10000,1,false,0,USD,-48.62068966,58214109,3.13783426,1859778,USD,,-2.9412,-29.73402144,0,Consumer durables,america,Consumer Durables,
SPGI,S&P Global Inc.,s-and-p-global,streaming,stock,common,533.74,100,1,false,0,USD,1.5950967,1639036,1.2899838,164285162479.00003,USD,43.21781377,12.35,50.02065062,0.691348,Commercial services,america,Commercial Services,1.25
SPH,"Suburban Propane Partners, L.P.",suburban-propane-partners,streaming,stock,common,20.76,100,1,false,0,USD,0.33832769,244000,1.12088156,1338890137.9999998,USD,19.57013575,1.0608,-33.4629618,6.26204,Distribution services,america,Distribution Services,2
SPHA,Shepherd Ave Capital Acquisition Corporation,,streaming,stock,common,9.95,100,1,false,0,USD,0.10060362,456119,8.3381137,109704000,USD,,,,0,Finance,america,Finance,
SPHL,Springview Holdings Ltd,springview-ltd,streaming,stock,common,3.77,100,1,false,0,USD,9.27536232,1552916,1.41973194,81055000,USD,46.14443084,0.0817,,0,Consumer durables,america,Consumer Durables,
SPHR,Sphere Entertainment Co.,madison-square-garden,streaming,stock,common,43.63,100,1,false,0,USD,1.46511628,552143,0.81262056,1561660057.0000002,USD,,-10.5023,-160.24793768,0,Consumer services,america,Consumer Services,1.25
SPIR,"Spire Global, Inc.",spire,streaming,stock,common,11.41,100,1,false,0,USD,0.8841733,304571,0.34850919,294661956,USD,,,,0,Technology services,america,Technology Services,1.25
SPKL,Spark I Acquisition Corp.,spark-i-acquisition,streaming,stock,common,10.74,100,1,false,0,USD,0,23770,2.45031338,176372999.99999997,USD,57.67991407,0.1862,,0,Finance,america,Finance,
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP,steel-partners-lp-60-series-a-preferred,streaming,stock,common,41.2,100,1,false,0,USD,0.243309,465,0.4116137,790440695.0000001,USD,4.33693341,9.4998,33.20713444,0,Producer manufacturing,america,Producer Manufacturing,
SPNS,Sapiens International Corporation N.V.,sapiens,streaming,stock,common,27.58,100,1,false,0,USD,0.03627131,147807,0.87949889,1537398354,USD,21.45802536,1.2853,14.70771977,2.06672,Technology services,america,Technology Services,2.2
SPNT,SiriusPoint Ltd.,siriuspoint-ltd,streaming,stock,common,15.34,100,1,false,0,USD,0.78843627,1282379,1.32102261,2488654037,USD,16.0729254,0.9544,-52.96668638,0,Finance,america,Finance,1
SPOK,"Spok Holdings, Inc.",spok,streaming,stock,common,16.85,100,1,false,0,USD,-0.53128689,151729,1.23065456,344060585.99999994,USD,23.08535416,0.7299,-5.52679265,7.4184,Communications,america,Communications,1
SPOT,Spotify Technology S.A.,spotify-technology,streaming,stock,common,608.01,100,1,false,0,USD,2.9199675,4531895,2.26714693,122078633335.00002,USD,101.50756286,5.9898,,0,Technology services,america,Technology Services,1.4375
SPPL,SIMPPLE LTD.,simpple-ltd,streaming,stock,common,0.4138,10000,1,false,0,USD,-1.49964294,190358,0.51279205,6714303,USD,,,,0,Technology services,america,Technology Services,
SPR,"Spirit Aerosystems Holdings, Inc.",spirit-aerosystems-holdings,streaming,stock,common,34.9,100,1,false,0,USD,1.27684272,1097998,0.8486331,4092587799,USD,,-12.4329,-39.6735345,0,Electronic technology,america,Electronic Technology,1.933333
SPRB,"Spruce Biosciences, Inc.",spruce-biosciences,streaming,stock,common,0.389,10000,1,false,0,USD,1.85912543,178245,0.44974226,16066710,USD,,-0.9584,35.83288698,0,Health technology,america,Health Technology,2
SPRC,SciSparc Ltd.,scisparc-ltd,streaming,stock,common,0.373,10000,1,false,0,USD,1.00189548,114920,0.24753782,3863201,USD,,-4.8726,-350.84169884,0,Health technology,america,Health Technology,
SPRO,"Spero Therapeutics, Inc.",spero-therapeutics,streaming,stock,common,0.7756,10000,1,false,0,USD,-0.55135274,34311,0.35069088,42284290,USD,9.76826196,0.0794,727.08333333,0,Health technology,america,Health Technology,1.666667
SPRU,Spruce Power Holding Corporation,spruce-power,streaming,stock,common,2.45,100,1,false,0,USD,2.08333333,31353,1.11159565,45576399,USD,,-5.0687,-19.29159802,0,Utilities,america,Utilities,
SPRY,"ARS Pharmaceuticals, Inc.",ars-pharmaceuticals,streaming,stock,common,10.48,100,1,false,0,USD,2.74509804,905760,0.73686891,1018503767.0000002,USD,,-0.5074,79.10042013,0,Health technology,america,Health Technology,1
SPSC,"SPS Commerce, Inc.",sps-commerce,streaming,stock,common,133.2,100,1,false,0,USD,0.87852166,379296,0.84614084,5031474603.999999,USD,65.48350622,2.0341,15.77120091,0,Technology services,america,Technology Services,1.346154
SPT,"Sprout Social, Inc",sprout-social,streaming,stock,common,26.52,100,1,false,0,USD,-3.03473492,910124,1.37993335,1532828526.0000002,USD,,-1.0884,8.66062437,0,Technology services,america,Technology Services,1.607143
SPTN,SpartanNash Company,spartannash-company,streaming,stock,common,20.19,100,1,false,0,USD,1.40632848,268166,0.83202014,681711890.0000001,USD,,-0.0104,-100.8816548,4.30906,Distribution services,america,Distribution Services,2
SPWH,"Sportsman's Warehouse Holdings, Inc.",sportsmans-warehouse,streaming,stock,common,1.37,100,1,false,0,USD,-6.16438356,636925,0.66853781,52001477.99999999,USD,,-0.8803,-254.38808374,0,Retail trade,america,Retail Trade,1.4
SPXC,"SPX Technologies, Inc.",spx-technologies,streaming,stock,common,145.65,100,1,false,0,USD,1.187995,574180,1.63857001,6755617465,USD,33.95658965,4.2893,38.28422206,0,Producer manufacturing,america,Producer Manufacturing,1.214286
SQFT,"Presidio Property Trust, Inc.",presidio-property-trust-9375-series-d-cumulative-redeemable-perpetual-preferred-stock-001-par-value-per-share,streaming,stock,common,0.643,10000,1,false,0,USD,-0.17078093,10794,0.40827288,9261970,USD,,-2.8052,-297.89770723,3.57698,Finance,america,Finance,
SR,Spire Inc.,spire,streaming,stock,common,76.86,100,1,false,0,USD,1.34493671,490858,1.19317008,4484461333,USD,18.62730842,4.1262,11.37743947,3.96825,Utilities,america,Utilities,1.7
SRAD,Sportradar Group AG,sportradar,streaming,stock,common,21.61,100,1,false,0,USD,2.27165168,1059391,1.39663765,6443265331,USD,103.94420394,0.2079,,0,Technology services,america,Technology Services,1.192308
SRBK,"SR Bancorp, Inc.",sr-bancorp,streaming,stock,common,12.06,100,1,false,0,USD,0.16611296,7253,0.43713838,102250672,USD,158.47568988,0.0761,,0,Finance,america,Finance,
SRCE,1st Source Corporation,1st-source,streaming,stock,common,64.9,100,1,false,0,USD,0.94882563,89629,1.19237764,1593518546.9999998,USD,11.96291313,5.4251,7.48093115,2.18798,Finance,america,Finance,1.666667
SRDX,"Surmodics, Inc.",surmodics,streaming,stock,common,32.86,100,1,false,0,USD,-1.26201923,354069,1.40819913,469766490.99999994,USD,,-1.0153,-361.60783303,0,Health technology,america,Health Technology,2
SRE,DBA Sempra,sempra-energy,streaming,stock,common,71.57,100,1,false,0,USD,-0.45897079,8874359,1.08503991,46624797001.00001,USD,16.19963785,4.418,-7.74306716,3.46514,Utilities,america,Utilities,1.45
SRFM,Surf Air Mobility Inc.,surf-air-mobility,streaming,stock,common,3.43,100,1,false,0,USD,3.003003,168287,0.56775056,58093212,USD,,-16.7989,,0,Transportation,america,Transportation,2
SRI,"Stoneridge, Inc.",stoneridge,streaming,stock,common,5.62,100,1,false,0,USD,10.84812623,1406095,2.73816108,155606952,USD,,-0.5985,-214.00839454,0,Producer manufacturing,america,Producer Manufacturing,1
SRL,Scully Royalty Ltd.,scully-royalty-ltd,streaming,stock,common,7.75,100,1,false,0,USD,-1.07856277,3466,0.56103207,114872448,USD,,-0.9644,27.99223475,3.35484,Non-energy minerals,america,Non-Energy Minerals,
SRM,"SRM Entertainment, Inc.",srm-entertainment,streaming,stock,common,0.4066,10000,1,false,0,USD,-16.07843137,1293527,0.0363142,6487900,USD,,-0.4056,-161.84635249,0,Consumer durables,america,Consumer Durables,
SRPT,"Sarepta Therapeutics, Inc.",sarepta-therapeutics,streaming,stock,common,106.75,100,1,false,0,USD,3.58043858,1279873,1.36330349,10196722178,USD,44.78707783,2.3835,,0,Health technology,america,Health Technology,1.204545
SRRK,Scholar Rock Holding Corporation,scholar-rock,streaming,stock,common,38.82,100,1,false,0,USD,7.95328142,1210192,1.77515052,3675352005.999999,USD,,-2.5699,-22.34123584,0,Health technology,america,Health Technology,1
SRTS,"Sensus Healthcare, Inc.",sensus-healthcare,streaming,stock,common,4.78,100,1,false,0,USD,0.84388186,141328,0.4264276,78344447,USD,11.75602558,0.4066,1273.64864865,0,Health technology,america,Health Technology,1
SRZN,"Surrozen, Inc.",surrozen,streaming,stock,common,11.465,100,1,false,0,USD,-3.16722973,6871,0.34354141,37258935,USD,,-16.9927,2.1231129,0,Health technology,america,Health Technology,1
SSB,SouthState Corporation,south-state-corp,streaming,stock,common,100.8,100,1,false,0,USD,1.53102337,469412,0.88518598,10217546720,USD,14.46945338,6.9664,7.80563293,2.12302,Finance,america,Finance,1.277778
SSBI,Summit State Bank,summit-state-bank,streaming,stock,common,8.43,100,1,false,0,USD,0.47675805,20008,0.86490786,56283402.00000001,USD,,-0.5435,-133.62826383,4.74496,Finance,america,Finance,
SSBK,"Southern States Bancshares, Inc.",southern-states-bancshares,streaming,stock,common,32.48,100,1,false,0,USD,2.04209865,6696,0.53231153,321060219.00000006,USD,8.8619683,3.6651,3.43455438,1.10837,Finance,america,Finance,1
